content,polarity
"Sejauh ini saya masih nyaman berbelanja di shoope. Barangnya sesuai ekspektasi. Asal budayakan membaca deskripsi dan ulasannya... Untuk shoope Tingkatkan terus pelayanan, lebih diperbanyak promo free ongkir cod nya yaa dan keamanan buyer dan seller ya... 😀😀😀",Positif
"tolong untuk Shopee lebih di perketat lagi untuk keamananya, saya kedatangan paket barang yang tiba tiba dari Shopee dan harus membayar COD dengan nominal yang cukup lumayan, padahal tidak ada yang Checkout barang tersebut, bisa dikatakan ini ulah oknum oknum dari penipu yang mengirim barang lewat Shopee",Negatif
"Kalsu belanja di shopee,kalo cod harus di bayar yah.. Nanti seperti saya,gegara pesen nya kebanyakan jadi cancel salah satu paket nya ,eh sekarang ga bisa pake via cod lagi",Negatif
Knp saya kasih bintang satu.....1. barang yang dibeli harga nya tidak sama 2. Barang tidak sesuai dengan keinginan 3. Bertuliskan cod cek dulu: tidak 4. Membuat kantong cepat hbs,Negatif
"shoope adalah apk yg cocok untuk kalian yang suka belanja online, dengan aplikasi ini kalian bisa menemukan apa saja, contohnya kacamata, baju, celana, tas, dll semuanya ada kalian juga mau menggunakan metode pembayaran cod ? bisaa dongg cod, transfer, dan sebagainya... tunggu apalagii ayoo download sekarangg",Positif
Sekarang kacau Shopee pembelian lewat cod atau COD cek dulu tudak bisa di akun aku ..pembelian harus lewat spayletter baru bisa belanja .. Haduuh ga mau hutang terlalu banyak tpi ga bisa COD dan juga berandanya tidak bisa di buka.. Tolong di perbaiki aplikasi Shopee nya,Negatif
"Apk nya emg bagus sih, banyak promo, dan produknya serba ada. Tapi kenapa sistem COD nya ga bisa sampe rumahkuu 😫, harus bgt pake shppay pdhl dulu bisa lohh.... sekarang alamat rmhku susah buat cod, Semoga Shopee lebih ditingkatkan lagi buat cod.",Positif
"Jelek banget, saya pesan Cod yang antar auto spx, saya pesan non cod auto sicepat sama anteraja, gk bisa pilih, kalo milih harus bayar tambahan 40 ribu, padahal saya mau spx untuk non cod,",Negatif
"Udh Mls pke shopee, udh ga kaya dlu mana expedisi nya lemot barang byk di kembalikan. Katanya udh kerumah Tpi telat 1jam bls chat barang langsung di return. Jdi bikin gbisa lgi cod karna terlalu byk barang yg di return pdhal dri expedisi gada konfirmasi kalau barang mau di return atau nggk. Klo di tnya bisa diambil atau tidak alasan barang di gudang jdi susah buat ambil karna ketumpuk sama barang lain. Sekian aja gamau lgi pke shope",Negatif
"Ulah kurir yg menurut saya cenderung bersikap arogan, sombong dan gak bisa diajak komunikasi mengakibatkan fitur COD di aplikasi jadi gak bisa digunakan. Saya sangat kecewa sekali. Saran saya rekrutlah driver yang punya attitude!",Negatif
Saya blm bisa pakai metode COD krn sering gagal pengiriman.bukan karena ga ada uang tapi barangnya yg ga cukup saya pakai.ada juga yg di kirim dobel dgn model yg sama.jadi ya saya retur. Tapi kesalahan slalu ada pada saya.akhirnya ga bisa COD.ada juga saya gagalin pesan krn salah pilih model.tp ttap co juga di toko yg sama.tetap aja kesalahan pd saya.yah ga bisa COD lg.hmm sperti itu.hehehe.tp saya ttap puas blanja di shopee smua trsedia kebutuhan saya.lope lope lope shopee,Positif
"sangat bagus dari kualitas barang , sampai packing....hampir tiap toko bisa COD cek dahulu ....di Aplikasi La***a. , jarang ada toko yg layanin Cod , hampir tiap toko gak ada pilihan COD🤣🤣🤣🤣🤣🤣",Positif
"Pengiriman tepat waktu, bisa cod cek dulu, ada gratis ongkirnya pokoknya mantaplah. Kurirnya juga ramah, belanja disini gak takut ketipu. Semoga makin meningkatkan kualitasnya",Positif
"Menurut saya lebih baik pesan di shopee pake COD aja. Karena setelah saya beralih ke shopeepay pesanan saya ngak sampai"". Padahal ekspedisinya SPX y dikelola shopee sendiri.",Negatif
"Gak paham dh setiap pesan di shopee paket selalu di tahan kurir dan selalu di kembalikan padahal udah semangat banget liat paket udah mo datang udah berkali"" pesan tapi selalu di kembalikan tolong dong ini kenapa...kesannya jadi gak nyaman klw mo pesan lagi mana pas mo pesan lagi gak bisa cod karna paket nya di kembaliin pihak kurir,,padahal saya samsek gak pernah ngeretur Tau ngembaliin paket nya tolong dong",Negatif
"spaylatter ribet banyak akun di bekukan sudah 2 kali mengajukan permohonan agar dibukakan kembali spaylatter saya tapi tidak ada hasil. memang benar tadinya ada permasalahan, ada penunggakan pembayaran tapi haya telat beberapa hari saja, dan sudah dilunasi sejak lama. sudah coba sabar tetap berbelanja cod sampai jutaan tapi masih tetap belum ada perubahan. yasudah, lebih baik saya berpindah belanja di toko online lain saja.",Negatif
"Mau tanya dong, kan dinotif barang yg uda dicancel ada keterangan kalo lebih dari 3kali ngecancel baru ga bisa cod, ini kok baru dua kali uda ga bisa cod lagi ya",Positif
"Oo min mau tanya kenapa skrg akun saya gbisa cod?? Pdhal dgn adanya' apklikasi ini mempermudah saya belanja online min,mana btr lg gajian jd galau hemm,tolong ya min perjelas kan. Untuk penggunaan aplikasi nya mantep, mempermudah belanja walau jarak jauh BKN halangan 😁🤩",Positif
"Mulai malas belanja di shopee, mau CO diarahkan ke seabank, tidak ada lg COD, mau bayar pake kredivo atau transfer bank selain seabank ongkirnya kelewatan. Setelah semua pesanan sy sampai, mikir2 dulu belanja lg di shopee... Dan akhirnya aku putuskan tdk mau lg belanja di shopee, iklan saja di tv ok, layanan makin hari tambah hancur, paket lewati estimadi berhari hari dijawab lg ditangani tim, tim taiiii...",Negatif
"Di shopee bnyk diskonnya,beli barang apapun jdi mudah apalagi ada COD(CEK DULU)jdi kita tau sesuai atau tidaknya barang yg di pesan. Trs pengiriman lebih cepat dri yg lain😍 Makasihh Shopee🙏🏻",Positif
Tolong untuk Shopee perhatikan untuk bagian pengiriman atau kurirrnya. Ini barang di kirim oleh pihak shoppe dimn kamintdk pernah membeli brg tersebut. Pas di cek memang tdk ada. Yg Terima brg anak anak dan di suruh byr COD. Kami sdh hub pihak penjual jg namun respon nya tdk membantu. Jd dgn terpaksa menerima brg yg bkn kami pesan dan tdk bisa terpakai. Mohon utk shoppe di perhatikan lg kurirnya,Negatif
"Jasa kirim yang gratis tidak bisa memilih, jadi menyulitkan pembeli yg rumahnya seperti saya jauh dari kota dan hanya beberapa kurir aja yg bisa sampai rumah. jadi klo pesan dan dikasih sesuai rekomendasi terkadang barang tidaj sampai atau kurir minta cod yg terlalu jauh atau dititipkan di tempat orang lain",Negatif
"Maaf aku hapus ya... Sy kecewa gk bisa cod lagi,padahal belanjaan sy gagal kirim bikan karena sy yg nolak. Kecewa skali barang gk sampai lalu gk dikasih cod lagi, padahal dulunya senang kali pakai shopee",Negatif
tolong di tingkatkan bagian pengiriman kurir nya pemalas apalagi wilayah manado msa hold barang dengan foto tidak jelas trus tidak ada konfirmasi via tlfn atau wa. trus saya tadi ke kantor untuk ambil barang tapi di kasi dengan alasan ada kurir yg pakai cod,Negatif
Aplikasi bagus .. cuma saya merasa kecewa karna .. ada masalah dengan cod . Karna saya pesaan barang 2 kali g di trima karna pesanan tidak sama dengan yang datang . Buat apa buang buang uang kalau pesanan tidak sama .,Positif
Kenapa harga pas di cod lebih mahal sebelum kita klik.cod masih murah ...sistem ny.tidak otomatis y,Positif
"Untuk pesanan cod,yang cepat dan sesuai pesanan hanya melalui shopee.",Positif
"COD cek dulu yg aku senangi, semoga selalu sukses, berjaya dan maju terus Sophie. Dan selalu menjaga pembeli dari kecurangan sekecil apapun dari para penjual. Ciptakanlah rasa nyaman dan aman terhadap semua produk yang di jual. Tak ada kebohongan dan dustaan diantara pembeli maupun penjual.",Positif
Untuk shopee mall tolong dikasih cod untuk pengirimannya biar lebih mantap,Positif
"Nyaman belanja di shopee tapi kenapa makin kesini malah menyepelekan cust yg udh PAYMENT, yg COD di dahulukan tapi yg sudah PAYMENT diawal di sepelekan! Perlu ditingkatkan lagi karna ini bukan 1x 2x kejadian.. Kalo bgni lebih baik beli COD dan kalo ada kendala di COD jangan salahkam cust yg sibuk jarang dirumah! Tanggung resiko sendiri.. Cust mempermudah malah dipersulit oleh jasa pengiriman!!!",Negatif
Memuaskan enak utk berbelanja dan mempermudah apa lagi ada sistem COD semoga nanti dan seterusnya tidak mengecewakan pelanggan trima,Positif
Toko online yg sangat bagus .cuman mau kasih saran aja .kenapa sekarang saya gak bisa COD lagi 🥲,Positif
"mau ngasih masukan aja kak kiranya kalau pesanan belum di terima tulisannya jangan ""pesanan ditolak oleh penerima"" kita belum nerima sama sekali soalnya perkara cod ga ada orang dirumah",Positif
"Apl bagus, cuma perlu perbaikan utk kerjasama dgn kurir. JNE kalo bisa di""istirahatkan"" saja, biar dia ga capek. Kurirnya suka pungli, maksa! Malu ma tetangga kirain COD ga mau bayar.",Positif
"semua barang ada jadi lebih pengen beli banyak aku suka semua barang nya , shoope cod shoope cod bye bye",Positif
gue di blacklist gak bisa bayar cod..gara gara gue nolak pesanan gue 3 kali..bukan salah gue lah dasar penjual aja kirim barang tidak sesuai yaa gue tolakin lah..dasar..!!!,Negatif
"COD 1.UDAH disiapkan uang 2.ditunggu seharian sampe ga sekolah,kurirnya g dateng dateng 3.kurir menghubungi pembeli juga tidak 4.tiba tuba muncul notif,kiriman gagal karena penerima menolak,padahal saya ga menolak itu sama dengan fitnah sampai saya ga bisa aktifkan cod 60 hari,kalo ga becus hapus aja sistem cod,bukan malah ngefitnah pembeli",Negatif
Mantap shopee emang pas untuk belanja banyak diskon ada cod gratis ongkir dan yg lainnya,Positif
"Mudah berbelanja di shopee, apa lagi sekarang kebanyakan cod pembayaran nya",Positif
Berbelanja dgn mudah &layanan cod bisa cek dulu baru bayar,Positif
"Aku suka banget nama aplikasi ini, tapi kalau misalkan kita tidak COD lama datangnya. Tapi barang-barang di sini sangat bagus dan terpercaya",Positif
Banyak penipuan di marketplace Shopee mohon yang jualan di tindaklanjuti bos jangan jual HP murah gak sesuai pick foto kalo bisa COD buka barang baru bayar agar sama-sama enak,Negatif
shope makin hari cod nya makin naik burik mahal kalok cod shope bagus gk usah belik di shope orng Codnya aj naik mahal banget jadi yg mau download shope jangan ya nanti codnya mahal gk usah download shope ya ini saran gw .😡😠,Negatif
Suka SM shope Krn nggak ribet buat belanja online.tp syg skrg shope nggak bisa cod jd ribet,Positif
Mana ada aneh aplikasi nya saya ngak pernah retur masak ngak bisa cod/cod cekdulu aneha,Negatif
Susah dapat promo iphone dan cod banyak yang tidak dapat menggunakan kupon diskon,Negatif
"Shopee error lgi ni dipengiriman Saat pembayaran Tunay bukannya malah dipercepat eh malah 10 harian baru sampe🙅‍♂️, sudah 5x saat bayar tunay super lambat Tapi saat COD sesuay 🤷‍♂️🤦‍♂️",Positif
"pengen apa .? semua ada .bayar ? mau paylatet ,cod .langsung mudah dan cepat ..gratis ongkir pula",Positif
"Aplikasi tolol, akun saya kan di kasih vocer 15% ya saya pake dong kebetulan mau blanja, lah kok saya order sudah bayar cas BUKAN COD LOH YA. LANGSUNG SAYA BAYAR... KOK DI BATALIN SAMA SHOPEE, HUB CS KARYAWANNYA GA ADA YANG BECUS KERJANYA, TEAM YANG NANGANI JUGA LEMOT GAK BECUS, DI LAZADA CASE SPELE GINI CEPET NAGANINNYA DI TIKTOK JUGA CEPET, CUMA DI SHOPPE YANG PAYAH. ANEH HARUSNYA SENENG ORG BLANJA DI PLATFORM NYA INI MALAH DI BATALIN",Negatif
Gak bisa cod bukannya nolak paket tapi memang saat itu gak ada di rumah jadi mohon pihak shopii untuk membuka kembali cod yg berlaku,Positif
Belanja makit praktis..murah dan terpercaya.apa lagi ada nya cod cek dulu..makin percaya dah...,Positif
bagus banget barang nya bagus² semua tapi shopee aku gk bsa cod ini gimn cara nya,Positif
"Sekarang shoppe banyak yang ngak bisa COD ,jadi banyak juga yang ngk bisa ku beli . Karna aku ngak punya tabungan di bank.",Negatif
"Buat pihak shopee kalauemilih kurir yg bagus lah, masak pesanan cod saya di suruh ngambil pesanan ke sp 1, Emang peraturan kayak mana itu .",Negatif
SPX yg tidak becus kirim barang... Lambat bahkan tidak sampai melewati masa pengriman...dan di retur sendiri Tapi kami yang kena peringatan dan akan di sanksi hilangkan COD...parah skali,Negatif
"Belanja di shopee, praktis dan nyaman. Bisa cod lagi juga banyak voucher",Positif
Puas banget.. Karena bisa cod juga dan banyak gratis ongkirnya😊,Positif
"bagus karena cod cek dlu,bila tidak sesuai langsung di kembalikan tanpa ribet",Positif
Shopee sekrng bnyk aturan..saya banyak hp otomatis bnyk akun pdhl buat di jual lagi ..malah di batalkan semua..pdhl bayar langsung tidak cod Kesian saya terpaku jualan dri shope..gmna sih kata nya mau dukung UMKM,Negatif
"Kecewa juga!Tiba tiba ga bisa cod karena alasan gak jelas, padahal saya sudah banyak berbelana.",Negatif
"kecewa sih soalnya mau pesan barang tapi ga bisa cod padahal beberapa kali pesan bisa aja sekarang malah ga bisa pakai alamat yang sama, tolong lah pihak shopee diperbaiki!!",Negatif
Gk paham sma shopee skrng pengiriman nya lama sekali gk tau kedalanya apa gimna klo yang bayrnya gk COD shopee tolong perbaiki lagi pengiriman nya,Negatif
"Kenapa sistem pembayaran cod saya tiidak bisa,,padahal saya tak pernah ada masalah",Positif
sering berkendalah kalo belanja di shopee tapi kalo sistem COD aman² aja,Positif
"Kenapa punya saya setelah pemesanan 3kali cod, langsung tidak bisa lagi metode pembayaran cod nya",Positif
"Bagusss, tapi sayang setiap mau beli ga bisa cod",Positif
"Shopie nya udah bagus,tpi sayang kenapa kurir spx nya ga mau ganter sampai alamat,pdhl udah masuk jona lokasi,tolong lah pihak Shopie. Di aplikasi anter smpe alamat,tpi cod trus iah klo deket, ini 4 kiloan",Positif
tolong dongg kasih info siapa kurir + no telp kurir yg bakal anter paket kita. repot bgt klo paketnya cod terus kebetulan kita lg ga dirumah. gmn cara ngehubungin pihak kurirnya kalo gitu. ini jg kenapa kurir ga pada konfirm dulu dah pas mw kirim,Negatif
"Aku suka berbelanja di Shopee Ongkir murah, dan kalau bisa tiap ak sedang berbelanja ak ingin metode pembayaran via cod",Positif
"COD gak bisa lagi ,gara gara ada paket yang di kembalikan lagi ke tokonya,,padahal di kirim sajah tidak sama kulir nya mentok di transit kota terakhir,, yang kena dampaknya pembeli,,bearti di suruh berhenti belanja online",Negatif
"Saya pernah beli barang cod dan di terima sama keluarga tapi pas saya buka barang tidak sesuai yg saya pesan pas chat toko, tokonya langsung tutup di tutup oleh pihak shopee yg parahnya lagi duit yg telah di bayar ke kurir tidak kembali padahal barang telah di retur dan di antarkan ke dc shopee cabang di daerah saya.",Negatif
"Shopee tu menolong banget kalo menurut aq,selain bisa COD cek dulu,udah ada spylater itu membantu banget ya Makasih shopee",Positif
"Shopee makin memburuk, COD saya dibekukan hanya karena menolak pesanan yg diduga penipuan, pesanan rak dinding senilai 250k yg di kirim cuma kertas ,seolah kebijakan shopee berpihak/ memberi peluang buat penipu, resolusi pengembalian barang dan dana juga sangat lama dan merepotkan ujung2nya penipu menang, belum lagi kurir sicepat halu malas kerja malas nyari alamat, padahal kurir lain selalu ketemu",Negatif
"mantaff belanja disini...apalagi sistem COD dan Bebas Pengembalian,saya suka,,,banyak diskonan pula....",Positif
"Puas dengan berbelanja di sini. Bisa cod walau pun tidak semua. Semua barang tersedia di Shopee, jadi mudah mendapatkan barang yang dibutuhkan.",Positif
"Bagus sih, tapi pas di update kok metode pembayaran gak bisa pake dana atau gopay. Bisanya cuma lewat bank atau COD",Positif
"Knp sekarang setiap saya memesan barbg di sopi ga bisa cod/bayar di tempat dn hars tf duluan,padahal saya retur barang baru 2x dn itu ga sesuai dengan pesanan saya,tolong penjelasan ny",Negatif
Saya suka blanja di shopi. Barang barangnya sesuai pesanan. Apalagi ada shopi cod cek dulu..,Positif
Sopi mantap jaya tapi yang bikin saya kecewa karna kalo retur barang yang tidak sesuai dengan yang Di pessan Barang yang beda sama yang di pesan kenak Skorsing gak bisa COD 3bulan Hede. apalagi Masalah Kurir yang kadang tidak terlalu beradap Ngomel² gak jellas padahal diya juga kerja nganterin Dibayar Malah ketemu sama kurir yg baperan Untung aja gwe gak Nonjok tukurir Untuk sekarang saya kasih nilai sekian Lah terima kasih Shopee.....,Positif
Ka klo blokir cod jgn lama lama dong biar bisa belanja terus dshopee ....sukses selalu shopee tambah trus ya voucernya,Positif
"Ngebantu klu buat saya bisa cod,saya orang males k luar rumah jd dengan adanya shopee engk ribet LG harus k luar rumah lngsung pesan , Alhamdulillah pesanannya ril.. sesuai dengan gambar,atau yg d live, semoga tambah sukses buat shopee",Positif
saya pernah return paket cod karena pihak toko tidak bertanggung jawab mengirim pesanan isinya tidak cukup. sehingga saya di beri sanksi oleh pihak shopee tidak bisa cod selama 60 hari. seharusnya kalian harus memberikan sanksi terhadap pihak toko yg jelas2 mereka yg salah. jangan sepihak bgini. tolong pulihkan akun saya kembali utk bisa COD SEPERTI BIASA,Positif
